spec ID, x, y
5857,-5.301938236252166,0.7022135138347496
6239,-3.1014012527949113,1.3527064260693458
6678,-7.617805581556781,-0.023860603986262864
6476,-6.585563673022673,-2.125661592164694
6789,-7.356807661773581,-4.626177240985354
6648,-6.514754242787419,-2.293450325693788
5846,-6.452485839848712,-1.9431770839838307
7354,-6.180387140979587,-1.6081567018503615
8370,-3.01396951422532,-7.243438859462975
9089,-6.349206525351289,-1.9342043738215338
9500,-5.95342998395296,0.028631371982221692
9810,-5.328722173249281,0.7859013270930677
9858,-5.205338463244204,0.6929880288400206
9885,-4.7799454959247925,-4.256341541491738
4079,-4.470900495180351,-4.461021761403216
5860,-5.437900775254291,0.9825414381185998
8996,-5.417861326679854,1.0277400774239984
10085,-5.345696090765345,0.8476338246393732
8999,-5.204414760370872,0.691702723477744
9959,-5.425176218545153,0.9693094875944137
9813,-5.256248222650247,0.7291151101839296
9000,-5.1213034160507,0.6177761927487094
10219,-5.317571110726124,0.8200552471317711
10334,-5.140194143080177,0.6208762846674655
10404,-5.093647402543237,0.5498566215921814
10545,11.095204229757702,5.272395356695357
9276,-8.580948728837065,-3.7070490882222997
8462,-8.56341498751138,-3.9256712078651677
7425,-9.902332193620293,-4.787222577452509
5118,0.5276687496460151,-8.397108957181675
9684,-5.244384637879832,0.594306129684975
4623,-5.043736868020947,0.5389469467520666
8044,-8.030504802750873,-3.9501801721238694
10603,-8.691255521839897,-3.801394151753461
10605,-8.898267702790198,-4.176643734868245
7093,-8.232708347557468,-3.753902007466471
8415,0.21820300076471139,-8.475087370366953
6100,-5.022494600967764,0.5679944590122471
7817,-5.238779791320737,-6.146641750813264
7125,-5.121346117522262,0.5468652012847136
4481,-5.078018066913617,0.5815942387745785
10665,-5.087362579857484,0.5960615968649766
10671,-5.058286595350035,0.5773274286955068
10674,-5.031697716234856,0.5649701790573507
10685,-5.029384463024793,0.576202515051075
10680,-5.041757753262436,0.5663344894869679
10682,-5.0473401412314605,0.5649760549291227
10684,-5.033417666719571,0.561533866407141
10690,-8.302828548978866,-3.8117496585436923
8438,-8.238394121269435,-3.732793705790432
10733,-8.286321917980633,-3.7442996991438213
10741,-7.5953255057726015,-2.8884776589228505
10775,-5.566724967417794,-7.5412012816747875
10797,-5.191665981079262,-4.697945875914783
11127,-3.332001157771233,-6.577820432439216
11221,0.4822121926070362,-8.628866374098354
11196,0.34070893459840385,-8.58870374291481
11235,0.3813442104443948,-8.378240253262062
11099,-3.9336564793809377,-4.545374128089109
11171,-3.423881683471911,-6.372522419900425
11263,-4.301756071274226,-5.365162589347717
11282,-3.790848433657051,-5.340193314654944
11275,-3.935964869715865,-5.553235051014948
11316,-4.101425792810416,-5.321687762045224
11349,-3.397388465751594,-5.265712159751189
11439,-3.4845899115184014,0.3469546501214481
11477,0.4328570096142063,-8.802573703790012
9454,0.5538865215070123,-8.576288336228304
8649,1.0283371039423825,-8.413820345390603
11329,-4.019466414553166,-5.526653927885005
11341,-3.7889652955635813,-5.4008415213118015
11495,-3.835263349079411,-0.18574463785249584
11496,-5.43583135510876,-1.2716951140178618
11509,7.12752180486957,-3.8177519006222638
11528,-6.796672940884368,-1.2502751853560108
11532,-6.626707268569244,-0.996676658870261
11253,-3.909224233716572,-6.063097496693201
11173,-4.004905483380765,-5.979821471090996
11508,-3.453033878130795,-6.339857296695324
11274,-4.366987602369187,-5.195211787327089
11118,-3.273164189907706,-5.932122698315583
11546,-5.287074886205342,-3.2394606951396643
11564,-4.754125228727438,-3.443051680947862
11585,-11.659180336250934,-0.7245477220048209
11586,-2.71075828835464,-6.167039036914671
11655,-4.277611459232037,-5.473803057235472
11608,-3.4757062189726224,-5.188844973046132
12094,-10.74477198490895,0.037757883774814316
12093,-6.7703282672715055,0.19794698727677607
12107,-3.9270150936529804,-6.447690997463106
11556,-4.837729411073698,-3.2079468490475236
12117,-3.846791616057627,-6.223984318475294
11668,-2.859437644872715,-6.489740086246967
12249,-8.467447970194016,2.1686601029662547
12280,-2.060846949786568,-9.758994591185102
12282,-2.1143961612657436,-9.676761688559306
12281,-2.1267651408171715,-9.687087481718228
12285,-2.1782594665998607,-9.748964870504466
12288,-2.4478320184096574,-9.7526613651281
12260,-8.507617468962538,9.773813116676031
12271,-12.035709000968176,-0.17010538805433853
12242,-9.189887998837417,1.7281320197429442
12184,-2.9659987092497135,-6.459351412956613
12268,-11.007580769616215,1.2039188801107514
12266,-11.000382959505023,0.31790551378195947
12262,-10.952965173949774,1.0533723131900714
12236,-9.073188955366902,1.071946187195668
12275,-8.448675858378548,1.541693290919689
12247,-9.292179501910455,2.801545551845993
12273,-10.508387774392334,1.4858961192710725
12300,-2.7981676754826093,-0.24114802832200918
12224,-11.068649803799984,0.2044401951279154
12264,-11.289036947014983,0.5017887039623725
12406,-8.822681829220704,1.4155783415215093
12485,-7.922681836759764,-2.766206614057195
12490,-11.623252432105039,-0.8328203692862326
12509,-9.38417247080575,0.6079580866706886
12513,-9.068693550817322,0.4969521597525024
12537,-6.8063785082883115,-0.5396143841795259
12548,-6.8231258403769,-0.5555159482541403
12546,-6.7940211760069324,-0.6001015071012108
12553,-6.806172975590977,-0.553444577914116
12560,-6.928195243729485,-0.3364410959957171
12583,-9.964086278670884,0.04397567239155608
12579,-11.27123023961311,1.5661105316701562
12578,-10.100647978138086,1.098198871477778
12641,-9.529565173582865,1.3995964412794946
12651,-11.11555371673693,0.8015398488816627
12588,-10.534814183195673,1.4237122964798012
12595,-10.499971067841603,1.8713062822315454
12626,-10.927037641213216,0.8021581099483601
12540,-10.811308515077991,0.6789490437620839
12624,-10.266996888533805,0.716886169038614
12582,-10.793192562368384,1.320913416266333
12597,-10.147177638153305,1.5180616870175452
12625,-10.270064670007557,1.5647633426538368
12643,-10.974020407986957,0.8271060832028824
12684,-10.930761322525779,1.165360817736805
12668,-10.803454683784267,1.4215878198379008
12691,-11.371018755089201,0.9517112176189688
12702,-10.633311688817141,1.6308317459039934
12758,-11.113866038950324,0.6590506614377017
12616,-10.79077324117629,1.3079579363251317
12622,-10.374904885319237,1.4096008058103624
12745,-10.786593964114395,0.44131335992273635
12752,-11.497055403836294,-0.4002411919668963
12785,-10.021185039956096,1.1695832050140398
12630,-9.976972157228742,2.0385494703711777
12802,-8.611345559445382,2.1145360791948797
12813,-8.851715443689463,1.5021505605602345
12381,-9.099981554776653,0.8249064145573259
12505,-9.195592868474726,0.7861521497343393
12834,-9.015322471432418,1.004051142260515
12840,-9.001116412265999,1.1152514407341
12838,-9.036515967434882,1.020448655993572
12843,-9.009831345603523,1.1184823442904295
12835,-9.52666773770149,0.7126491640348589
12862,-5.690305141431831,-2.527595458612862
12869,-5.659322880620514,-2.53941152753824
12875,-9.365985681179664,0.8604644347280289
12237,-9.237704950529503,1.3966584563957094
12177,-8.727251117510361,2.067544560519533
12574,-10.660055310971654,1.3630397368402534
12274,-10.853681562358902,1.2700245792839535
12267,-9.981109902130887,2.6009126294677087
12461,-10.615841371080434,0.9411694304293381
12263,-11.255100281697837,0.4751527578073634
12741,-11.017833491910665,1.081583295396442
12272,-10.076405793155379,1.3699379224921824
12248,-8.162474134811854,2.1982939353737296
12764,-11.814633434605437,-0.48791857624790086
12423,-10.295401100782579,2.008189159287086
12636,-11.016677892050877,0.34404488304824177
12732,-8.918541731635694,-2.8628652360641915
12890,-9.383103758934057,1.77707133603828
12801,-9.425710491202908,8.502728860794107
12859,-10.363114652451928,2.1230785243084282
12929,-8.88893804278337,1.8571657123154053
12412,-8.287057586902488,2.2638127590224837
12768,-11.033427580065123,0.7843268196098965
12937,-11.66271768269814,0.27522331793822236
12952,-11.67867917938977,0.7280831529333461
13009,-3.7934225482401374,-4.364182123746675
13044,-10.961035146714353,0.5357489366786882
12269,-11.49058574799812,0.25039133104513017
12936,-11.80687371791473,0.009547949941147044
12932,-11.552970144643277,-0.5834258003847655
12239,-11.897113922011108,-0.6769002582207833
13063,-5.644196443925964,0.6422648291220542
13068,-7.638932769149257,0.37959071900164776
13076,-8.215704675678229,1.4234705221237143
13091,-7.3218021100635875,1.9663841280355387
13094,-7.389099834350564,1.9959270062790648
13095,-7.3722928189370345,2.005082988480318
13085,-7.236069467766213,1.9473537378334491
13078,-7.590141467058553,1.8018230211890982
13093,-7.543199082920784,2.033746160908293
13097,-7.123492745409844,1.9641419636476862
13117,-7.83628916929894,1.307406146001749
13064,-7.537328598909489,1.9489011021837905
13090,-7.703442924214337,2.0583116885481
12240,-8.182490879501222,2.31933174147431
13187,-8.248211460294245,1.8422946195408723
12176,-8.128442658974588,2.4089622562730497
13203,-11.102046621665027,-0.335754625752882
12722,-11.916945074010581,-0.5446353494477065
13253,-11.76359340704099,-0.6845350099018397
13308,-11.858952686352447,-0.2617039869284137
13299,-11.097223271721075,0.13030396519682844
13395,-12.415465778624222,-0.3696957433630785
13495,-9.027951938409874,1.724741520521872
13331,-8.286379839757219,2.612797431573809
13394,-12.553283934712791,-0.284496718779246
13462,-12.190299504110934,-1.1472777754440497
13575,-11.340580379320127,-0.10127587540720684
13622,-11.981309558076514,-0.46672713669588706
13658,-11.934711311412395,-0.39179860024420765
13659,-11.946384509660593,-0.6541557881198707
13249,-11.999496754936866,-0.6414097343731063
13313,-11.780728775043634,-0.3413569441177633
13419,-11.906786345605767,-0.522434686016706
16184,-11.232789151086573,0.3107917098145078
16301,-11.694755000300392,-0.1189459752855761
16465,-11.950997611419384,-0.6699546889681103
13567,-11.943052439390433,-0.6536068706291933
13566,-11.942402466316961,-0.6589803817041467
13568,-11.949045690779721,-0.7147686406375836
13572,-11.975560162542026,-0.7378130968702031
13624,-11.956090094956954,-0.6698034657127034
13619,-11.95161867464487,-0.6590003789821579
13660,-11.948483509826048,-0.7302485081007111
13717,-11.952142795783335,-0.6425441243780456
13796,-11.968173284525657,-0.7685039253715548
13807,-11.963198572130725,-0.8126365117389499
13803,-11.957357603762091,-0.5203693591450184
13948,-11.997427454358304,-0.16255582294985602
13837,-9.916276670267196,-2.3478435164691387
14074,-12.090076089048251,-0.5986481960172476
13929,-11.608293851113247,-0.052557015173162115
13952,-11.937939386262975,-0.5389880537998663
14070,-11.937376192837279,-0.6863293192117718
14456,-11.951839560206905,-0.5609147730015008
14167,-11.934300198144646,-0.20505200121620823
14356,-11.948547087822362,-0.74370876217095
14241,-11.94955567790237,-0.7284874572670474
14547,-11.885492543547496,-0.3898061404667699
14483,-11.646829685210657,0.24643172216877435
14551,-11.521118642552599,0.18775878635620963
14591,-11.07105615099514,0.9914514285383651
14561,-11.587272180655074,0.3117205086768971
14801,-8.101034209181147,2.9397016406803136
14906,-11.912499131111604,-0.547955847524557
14879,-11.899131367134933,-0.592415951477933
14880,-11.944934498258036,-0.7276639288912916
14885,-11.769208162450049,-0.21362065119230028
15177,-11.405295273153193,0.5559464951105544
15182,-11.83571879740472,-0.024444246794130757
15189,-12.025694337284538,-0.23137529016911768
15214,-12.053827686838789,-0.33877985698094387
15192,-12.014074139383265,-0.6691373898562263
15608,-11.851376773302622,-0.9336180043507576
16157,-11.914015470047872,-0.6285781821330022
13661,-11.902807803868662,-0.46000275420170084
15621,-11.741316496620096,-0.03154673002255589
15997,-11.531272298870153,0.3307265814801055
15629,-11.461166877977803,0.22227571511146965
15772,-11.937457576616096,-0.28253526070243895
16472,-11.914179445930266,-0.18934422714911958
17335,-9.431765726819618,1.4133804008050515
17222,-8.66271341723325,2.109013755827188
17360,-12.066237715188374,-0.28849687214398484
17569,-11.93045479689449,-0.44472427876739695
13621,-11.929031965068372,-0.3532912662495687
13723,-11.932324620676141,-0.6259292743779185
13868,-11.935880729203996,-0.5421647858165491
14555,-11.920424583557802,-0.4791746417135771
14553,-11.95414654137756,-0.6492190308382217
15109,-11.915462209931736,-0.5371088783786928
15043,-11.772015096843795,-0.2673440109418958
15187,-11.822456334770301,-0.04235500625188213
15178,-11.951550317026301,-0.6228179029568979
15334,-11.882077648548957,-0.8275515467582022
15403,-11.949147650989799,-0.4601652821302043
17293,-8.599438257453146,2.00633867654528
17621,-8.182036653906714,2.3951464002299354
17887,-11.477871735359985,0.3188748331373872
18140,-11.932242987440883,-0.47635368851000215
18129,-11.838698558334443,-0.2710263280094649
18463,-11.824913991761392,-0.14327226020416844
13529,-11.895865582510304,-0.5276548851332443
14183,-11.853658136374595,-0.5196517536929364
15184,-11.867734163204442,-0.5662948304012271
15915,-8.658961257979891,2.0011712634738337
17622,-8.039204224424838,2.473186092591096
18156,-7.865514332467998,2.0425346898985324
18188,-8.191904353844683,2.450742923268711
18795,-11.943290548388946,-0.4120683948189609
13795,-11.723812593585409,0.05413793124876366
14556,-11.795261062842204,-0.30426952407833446
17339,-11.21656709710321,0.34488316171450806
17568,-8.15280181255104,2.0720265947763954
17579,-8.066258392171067,2.4510327251056125
18783,-8.451567011910743,2.2627730111609314
18981,-8.181236057992047,2.137269955981907
18995,-8.010028788246007,2.4191492785389412
19229,-7.943036941036838,2.401803867400197
16402,-8.166416918873704,2.4224205435964987
17224,-8.126654060328953,2.5287980708395037
17337,-11.847174707132602,-0.36957172917313036
18135,-10.300104508455252,-0.5828857006444534
18216,-11.156445270074272,0.07250677176342842
18441,-8.218139958090253,2.2116020646239
18805,-8.146261075109868,2.4028025426922377
18803,-8.137375060847063,2.3937463120347364
13536,-7.899080493159164,2.483114383730343
18217,-7.7707770928965605,2.2486236038867893
18754,-8.257827264082746,2.382650850965485
18799,-11.41149566039847,-0.35337530813843276
13727,-8.37866512817948,2.2443256612076254
18785,-8.076224422950412,2.623997496667577
19052,-8.227114187448457,2.3281188462681275
14562,-8.091141317797694,2.4841504645601717
17620,-8.02759071394748,2.5790213498698287
17915,-8.081740649364233,2.4166948741863212
19666,-8.117391701096722,2.465888202338187
18755,-8.092762131472668,2.680729814522173
19915,-7.754320599877471,2.937588283467795
